text_1	text_2	y
Been able to enjoy your normal daytoday activities	Have you had trouble getting off to sleep	0
Been able to enjoy your normal daytoday activities	Have you had trouble with waking up and not being able to get back to sleep	0
Been able to enjoy your normal daytoday activities	Have you seemed to lose interest in things	1
Been able to enjoy your normal daytoday activities	Have you wanted to stay away from people	0
Been able to enjoy your normal daytoday activities	How confident do you feel in yourself	0
Been able to enjoy your normal daytoday activities	How do you see the future	0
Been able to enjoy your normal daytoday activities	I cried a lot	1
Been able to enjoy your normal daytoday activities	I did everything wrong	0
Been able to enjoy your normal daytoday activities	I didnt enjoy anything at all	1
Been able to enjoy your normal daytoday activities	I felt I was a bad person	0
Been able to enjoy your normal daytoday activities	I felt I was no good anymore	0
Been able to enjoy your normal daytoday activities	I felt happy	1
Been able to enjoy your normal daytoday activities	I felt lonely	0
Been able to enjoy your normal daytoday activities	I felt miserable or unhappy	1
Been able to enjoy your normal daytoday activities	I felt really positive about the future	0
Been able to enjoy your normal daytoday activities	I felt so tired I just sat around and did nothing	0
Been able to enjoy your normal daytoday activities	I felt valued	0
Been able to enjoy your normal daytoday activities	I found it hard to think properly or concentrate	0
Been able to enjoy your normal daytoday activities	I hated myself	0
Been able to enjoy your normal daytoday activities	I laughed a lot	1
Been able to enjoy your normal daytoday activities	I looked forward to the day ahead	0
Been able to enjoy your normal daytoday activities	I thought I would never be as good as other people	0
Been able to enjoy your normal daytoday activities	I thought nobody really loved me	0
Been able to enjoy your normal daytoday activities	I was very restless	0
Been able to enjoy your normal daytoday activities	Is your appetite poor	0
Been able to enjoy your normal daytoday activities	Let your appearance go	1
Been able to enjoy your normal daytoday activities	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Been able to enjoy your normal daytoday activities	Lost much sleep over worry	0
Been able to enjoy your normal daytoday activities	Muscles feel tensed up	0
Been able to enjoy your normal daytoday activities	What about meeting people eg going into a crowded room, making conversation	0
Been able to enjoy your normal daytoday activities	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	1
Been able to enjoy your normal daytoday activities	What has your appetite been like recently	0
Been able to enjoy your normal daytoday activities	What has your concentration been like recently	0
Been able to enjoy your normal daytoday activities	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Been able to enjoy your normal daytoday activities	What is your opinion of yourself compared to other people	0
Been able to face up to your problems	Been feeling in need of a good tonic	0
Been able to face up to your problems	Been feeling nervous and strungup all the time	0
Been able to face up to your problems	Been feeling perfectly well and in good health	0
Been able to face up to your problems	Been feeling reasonably happy, all things considered	0
Been able to face up to your problems	Been feeling run down and out of sorts	0
Been able to face up to your problems	Been feeling unhappy and depressed	0
Been able to face up to your problems	Been getting a feeling of tightness or pressure in your head	0
Been able to face up to your problems	Been getting any pains in your head	0
Been able to face up to your problems	Been getting edgy and badtemptered	0
Been able to face up to your problems	Been getting scared or panicky for no good reason	0
Been able to face up to your problems	Been having hot or cold spells	0
Been able to face up to your problems	Been losing confidence in yourself	0
Been able to face up to your problems	Been manging to keep yourself busy and occupied	0
Been able to face up to your problems	Been satisfied with the way you've carried out your task	0
Been able to face up to your problems	Been taking longer over things you do	0
Been able to face up to your problems	Been thinking of yourself as a worthless person	0
Been able to face up to your problems	Did you feel full of life	0
Been able to face up to your problems	Did you feel tired	0
Been able to face up to your problems	Did you feel worn out	0
Been able to face up to your problems	Did you have a lot of energy	0
Been able to face up to your problems	Do people annoy and irritate you	0
Been able to face up to your problems	Do you feel tired most of the time	0
Been able to face up to your problems	Do you find it difficult to make decisions about trivial things	0
Been able to face up to your problems	Do you have any special fears, like some people are scared of feathers, or cats, or spiders, or birds	0
Been able to face up to your problems	Do you keep reasonably cheerful or have you been very depressed or low spirited recently Have you cried at all (Rate depressed mood)	0
Been able to face up to your problems	Do you often feel depressed	0
Been able to face up to your problems	Do you often feel miserable or depressed	0
Been able to face up to your problems	Do you often feel on edge, or keyed up, or mentally tense or strained	0
Been able to face up to your problems	Do you often feel tired most of the time	0
Been able to face up to your problems	Do you often get in a violent rage	0
Been able to face up to your problems	Do you often get into a violent rage	0
Been able to face up to your problems	Do you often get worried about things	0
Been able to face up to your problems	Do you often have backache	0
Been able to face up to your problems	Do you often have bad headaches	0
Been able to face up to your problems	Do you often have bad pain in eyes	0
Been able to face up to your problems	Do you often suddenly become scared for no good reason	0
Been able to face up to your problems	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	0
Been able to face up to your problems	Do you suddenly become scared for no good reason	0
Been able to face up to your problems	Do you suffer from an upset stomach	0
Been able to face up to your problems	Do you suffer from indigestion	0
Been able to face up to your problems	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Been able to face up to your problems	Do you tend to worry over your physical health	0
Been able to face up to your problems	Do you usually have great difficulty in falling or staying asleep	0
Been able to face up to your problems	Do you usually wake unnecessarily early in the morning	0
Been able to face up to your problems	Do you wake early in the morning	0
Been able to face up to your problems	Do you wear yourself out worrying about your health	0
Been able to face up to your problems	Does every little thing get on your nerves and wear you out	0
Been able to face up to your problems	Does your heart often race like mad	0
Been able to face up to your problems	During the last days, about how often did you feel hopeless	0
Been able to face up to your problems	During the last days, about how often did you feel restless or fidgety	0
Been able to face up to your problems	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Been able to face up to your problems	During the last days, about how often did you feel that everything was an effort	0
Been able to face up to your problems	Felt capable of making decisions about things	0
Been able to face up to your problems	Felt constantly under strain	0
Been able to face up to your problems	Felt on the whole you were doing things well	0
Been able to face up to your problems	Felt that life is entirely hopeless	0
Been able to face up to your problems	Felt that life is hardly worth living	0
Been able to face up to your problems	Felt that life isn't worth living	0
Been able to face up to your problems	Felt that you are ill	0
Been able to face up to your problems	Felt that you are playing a useful part in things	0
Been able to face up to your problems	Felt that you were playing a useful part in things	0
Been able to face up to your problems	Felt you couldn't overcome your difficulties	1
Been able to face up to your problems	Found at times you couldn't do anything because your nerves were too bad	0
Been able to face up to your problems	Found everything getting on top of you	0
Been able to face up to your problems	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Been able to face up to your problems	Have there been days when you tired out very easily	0
Been able to face up to your problems	Have there been times when you have been very anxious or frightened	0
Been able to face up to your problems	Have you at times had a twitching of the face, head or shoulders	0
Been able to face up to your problems	Have you been a happy person	0
Been able to face up to your problems	Have you been a very nervous person	0
Been able to face up to your problems	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	0
Been able to face up to your problems	Have you been frightened or worried about becoming ill or about dying	0
Been able to face up to your problems	Have you been in low spirits or felt miserable	0
Been able to face up to your problems	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Been able to face up to your problems	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Been able to face up to your problems	Have you been so caught up in your own thoughts that you neglected things	0
Been able to face up to your problems	Have you been so fidgety and restless that you couldnt sit still	0
Been able to face up to your problems	Have you been very much more irritable than usual recently	0
Been able to face up to your problems	Have you ever had a nervous breakdown	0
Been able to face up to your problems	Have you felt calm and peaceful	0
Been able to face up to your problems	Have you felt downhearted and low	0
Been able to face up to your problems	Have you felt fidgety or restless	0
Been able to face up to your problems	Have you felt on edge or keyed up or mentally tense	0
Been able to face up to your problems	Have you felt particularly low or depressed first thing in the mornings	0
Been able to face up to your problems	Have you felt so down in the dumps that nothing could cheer you up	0
Been able to face up to your problems	Have you felt that life wasnt worth living	0
Been able to face up to your problems	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Been able to face up to your problems	Have you had any trouble getting off to sleep in the last month	0
Been able to face up to your problems	Have you had days when your thoughts were muddled or slow	0
Been able to face up to your problems	Have you had difficulty relaxing in the past month	0
Been able to face up to your problems	Have you had headaches or other aches and pains during the past month	0
Been able to face up to your problems	Have you had no appetite, not counting periods of physical illness	0
Been able to face up to your problems	Have you had the feeling that something terrible might happen	0
Been able to face up to your problems	Have you had the feeling that the future does not hold much for you	0
Been able to face up to your problems	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Been able to face up to your problems	Have you had trouble getting off to sleep	0
Been able to face up to your problems	Have you had trouble with waking up and not being able to get back to sleep	0
Been able to face up to your problems	Have you seemed to lose interest in things	0
Been able to face up to your problems	Have you wanted to stay away from people	0
Been able to face up to your problems	How confident do you feel in yourself	0
Been able to face up to your problems	How do you see the future	0
Been able to face up to your problems	I cried a lot	0
Been able to face up to your problems	I did everything wrong	0
Been able to face up to your problems	I didnt enjoy anything at all	0
Been able to face up to your problems	I felt I was a bad person	0
Been able to face up to your problems	I felt I was no good anymore	0
Been able to face up to your problems	I felt happy	0
Been able to face up to your problems	I felt lonely	0
Been able to face up to your problems	I felt miserable or unhappy	0
Been able to face up to your problems	I felt really positive about the future	0
Been able to face up to your problems	I felt so tired I just sat around and did nothing	0
Been able to face up to your problems	I felt valued	0
Been able to face up to your problems	I found it hard to think properly or concentrate	0
Been able to face up to your problems	I hated myself	0
Been able to face up to your problems	I laughed a lot	0
Been able to face up to your problems	I looked forward to the day ahead	0
Been able to face up to your problems	I thought I would never be as good as other people	0
Been able to face up to your problems	I thought nobody really loved me	0
Been able to face up to your problems	I was very restless	0
Been able to face up to your problems	Is your appetite poor	0
Been able to face up to your problems	Let your appearance go	0
Been able to face up to your problems	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Been able to face up to your problems	Lost much sleep over worry	0
Been able to face up to your problems	Muscles feel tensed up	0
Been able to face up to your problems	What about meeting people eg going into a crowded room, making conversation	0
Been able to face up to your problems	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Been able to face up to your problems	What has your appetite been like recently	0
Been able to face up to your problems	What has your concentration been like recently	0
Been able to face up to your problems	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Been able to face up to your problems	What is your opinion of yourself compared to other people	0
Been feeling in need of a good tonic	Been feeling nervous and strungup all the time	0
Been feeling in need of a good tonic	Been feeling perfectly well and in good health	0
Been feeling in need of a good tonic	Been feeling reasonably happy, all things considered	0
Been feeling in need of a good tonic	Been feeling run down and out of sorts	0
Been feeling in need of a good tonic	Been feeling unhappy and depressed	0
Been feeling in need of a good tonic	Been getting a feeling of tightness or pressure in your head	0
Been feeling in need of a good tonic	Been getting any pains in your head	0
Been feeling in need of a good tonic	Been getting edgy and badtemptered	0
Been feeling in need of a good tonic	Been getting scared or panicky for no good reason	0
Been feeling in need of a good tonic	Been having hot or cold spells	0
Been feeling in need of a good tonic	Been losing confidence in yourself	0
Been feeling in need of a good tonic	Been manging to keep yourself busy and occupied	0
Been feeling in need of a good tonic	Been satisfied with the way you've carried out your task	0
Been feeling in need of a good tonic	Been taking longer over things you do	0
Been feeling in need of a good tonic	Been thinking of yourself as a worthless person	0
Been feeling in need of a good tonic	Did you feel full of life	1
Been feeling in need of a good tonic	Did you feel tired	1
Been feeling in need of a good tonic	Did you feel worn out	1
Been feeling in need of a good tonic	Did you have a lot of energy	1
Been feeling in need of a good tonic	Do people annoy and irritate you	0
Been feeling in need of a good tonic	Do you feel tired most of the time	1
Been feeling in need of a good tonic	Do you find it difficult to make decisions about trivial things	0
Been feeling in need of a good tonic	Do you have any special fears, like some people are scared of feathers, or cats, or spiders, or birds	0
Been feeling in need of a good tonic	Do you keep reasonably cheerful or have you been very depressed or low spirited recently Have you cried at all (Rate depressed mood)	0
Been feeling in need of a good tonic	Do you often feel depressed	0
Been feeling in need of a good tonic	Do you often feel miserable or depressed	0
Been feeling in need of a good tonic	Do you often feel on edge, or keyed up, or mentally tense or strained	0
Been feeling in need of a good tonic	Do you often feel tired most of the time	1
Been feeling in need of a good tonic	Do you often get in a violent rage	0
Been feeling in need of a good tonic	Do you often get into a violent rage	0
Been feeling in need of a good tonic	Do you often get worried about things	0
Been feeling in need of a good tonic	Do you often have backache	0
Been feeling in need of a good tonic	Do you often have bad headaches	0
Been feeling in need of a good tonic	Do you often have bad pain in eyes	0
Been feeling in need of a good tonic	Do you often suddenly become scared for no good reason	0
Been feeling in need of a good tonic	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	1
Been feeling in need of a good tonic	Do you suddenly become scared for no good reason	0
Been feeling in need of a good tonic	Do you suffer from an upset stomach	0
Been feeling in need of a good tonic	Do you suffer from indigestion	0
Been feeling in need of a good tonic	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Been feeling in need of a good tonic	Do you tend to worry over your physical health	0
Been feeling in need of a good tonic	Do you usually have great difficulty in falling or staying asleep	0
Been feeling in need of a good tonic	Do you usually wake unnecessarily early in the morning	0
Been feeling in need of a good tonic	Do you wake early in the morning	0
Been feeling in need of a good tonic	Do you wear yourself out worrying about your health	0
Been feeling in need of a good tonic	Does every little thing get on your nerves and wear you out	0
Been feeling in need of a good tonic	Does your heart often race like mad	0
Been feeling in need of a good tonic	During the last days, about how often did you feel hopeless	0
Been feeling in need of a good tonic	During the last days, about how often did you feel restless or fidgety	0
Been feeling in need of a good tonic	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Been feeling in need of a good tonic	During the last days, about how often did you feel that everything was an effort	1
Been feeling in need of a good tonic	Felt capable of making decisions about things	0
Been feeling in need of a good tonic	Felt constantly under strain	0
Been feeling in need of a good tonic	Felt on the whole you were doing things well	0
Been feeling in need of a good tonic	Felt that life is entirely hopeless	0
Been feeling in need of a good tonic	Felt that life is hardly worth living	0
Been feeling in need of a good tonic	Felt that life isn't worth living	0
Been feeling in need of a good tonic	Felt that you are ill	0
Been feeling in need of a good tonic	Felt that you are playing a useful part in things	0
Been feeling in need of a good tonic	Felt that you were playing a useful part in things	0
Been feeling in need of a good tonic	Felt you couldn't overcome your difficulties	0
Been feeling in need of a good tonic	Found at times you couldn't do anything because your nerves were too bad	0
Been feeling in need of a good tonic	Found everything getting on top of you	0
Been feeling in need of a good tonic	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Been feeling in need of a good tonic	Have there been days when you tired out very easily	1
Been feeling in need of a good tonic	Have there been times when you have been very anxious or frightened	0
Been feeling in need of a good tonic	Have you at times had a twitching of the face, head or shoulders	0
Been feeling in need of a good tonic	Have you been a happy person	0
Been feeling in need of a good tonic	Have you been a very nervous person	0
Been feeling in need of a good tonic	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	1
Been feeling in need of a good tonic	Have you been frightened or worried about becoming ill or about dying	0
Been feeling in need of a good tonic	Have you been in low spirits or felt miserable	0
Been feeling in need of a good tonic	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Been feeling in need of a good tonic	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Been feeling in need of a good tonic	Have you been so caught up in your own thoughts that you neglected things	0
Been feeling in need of a good tonic	Have you been so fidgety and restless that you couldnt sit still	0
Been feeling in need of a good tonic	Have you been very much more irritable than usual recently	0
Been feeling in need of a good tonic	Have you ever had a nervous breakdown	0
Been feeling in need of a good tonic	Have you felt calm and peaceful	0
Been feeling in need of a good tonic	Have you felt downhearted and low	0
Been feeling in need of a good tonic	Have you felt fidgety or restless	0
Been feeling in need of a good tonic	Have you felt on edge or keyed up or mentally tense	0
Been feeling in need of a good tonic	Have you felt particularly low or depressed first thing in the mornings	0
Been feeling in need of a good tonic	Have you felt so down in the dumps that nothing could cheer you up	0
Been feeling in need of a good tonic	Have you felt that life wasnt worth living	0
Been feeling in need of a good tonic	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Been feeling in need of a good tonic	Have you had any trouble getting off to sleep in the last month	0
Been feeling in need of a good tonic	Have you had days when your thoughts were muddled or slow	0
Been feeling in need of a good tonic	Have you had difficulty relaxing in the past month	0
Been feeling in need of a good tonic	Have you had headaches or other aches and pains during the past month	0
Been feeling in need of a good tonic	Have you had no appetite, not counting periods of physical illness	0
Been feeling in need of a good tonic	Have you had the feeling that something terrible might happen	0
Been feeling in need of a good tonic	Have you had the feeling that the future does not hold much for you	0
Been feeling in need of a good tonic	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Been feeling in need of a good tonic	Have you had trouble getting off to sleep	0
Been feeling in need of a good tonic	Have you had trouble with waking up and not being able to get back to sleep	0
Been feeling in need of a good tonic	Have you seemed to lose interest in things	0
Been feeling in need of a good tonic	Have you wanted to stay away from people	0
Been feeling in need of a good tonic	How confident do you feel in yourself	0
Been feeling in need of a good tonic	How do you see the future	0
Been feeling in need of a good tonic	I cried a lot	0
Been feeling in need of a good tonic	I did everything wrong	0
Been feeling in need of a good tonic	I didnt enjoy anything at all	0
Been feeling in need of a good tonic	I felt I was a bad person	0
Been feeling in need of a good tonic	I felt I was no good anymore	0
Been feeling in need of a good tonic	I felt happy	0
Been feeling in need of a good tonic	I felt lonely	0
Been feeling in need of a good tonic	I felt miserable or unhappy	0
Been feeling in need of a good tonic	I felt really positive about the future	0
Been feeling in need of a good tonic	I felt so tired I just sat around and did nothing	1
Been feeling in need of a good tonic	I felt valued	0
Been feeling in need of a good tonic	I found it hard to think properly or concentrate	0
Been feeling in need of a good tonic	I hated myself	0
Been feeling in need of a good tonic	I laughed a lot	0
Been feeling in need of a good tonic	I looked forward to the day ahead	0
Been feeling in need of a good tonic	I thought I would never be as good as other people	0
Been feeling in need of a good tonic	I thought nobody really loved me	0
Been feeling in need of a good tonic	I was very restless	0
Been feeling in need of a good tonic	Is your appetite poor	0
Been feeling in need of a good tonic	Let your appearance go	0
Been feeling in need of a good tonic	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Been feeling in need of a good tonic	Lost much sleep over worry	0
Been feeling in need of a good tonic	Muscles feel tensed up	0
Been feeling in need of a good tonic	What about meeting people eg going into a crowded room, making conversation	0
Been feeling in need of a good tonic	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Been feeling in need of a good tonic	What has your appetite been like recently	0
Been feeling in need of a good tonic	What has your concentration been like recently	0
Been feeling in need of a good tonic	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Been feeling in need of a good tonic	What is your opinion of yourself compared to other people	0
Been feeling nervous and strungup all the time	Been feeling perfectly well and in good health	0
Been feeling nervous and strungup all the time	Been feeling reasonably happy, all things considered	0
Been feeling nervous and strungup all the time	Been feeling run down and out of sorts	0
Been feeling nervous and strungup all the time	Been feeling unhappy and depressed	0
Been feeling nervous and strungup all the time	Been getting a feeling of tightness or pressure in your head	1
Been feeling nervous and strungup all the time	Been getting any pains in your head	0
Been feeling nervous and strungup all the time	Been getting edgy and badtemptered	0
Been feeling nervous and strungup all the time	Been getting scared or panicky for no good reason	0
Been feeling nervous and strungup all the time	Been having hot or cold spells	0
Been feeling nervous and strungup all the time	Been losing confidence in yourself	0
Been feeling nervous and strungup all the time	Been manging to keep yourself busy and occupied	0
Been feeling nervous and strungup all the time	Been satisfied with the way you've carried out your task	0
Been feeling nervous and strungup all the time	Been taking longer over things you do	0
Been feeling nervous and strungup all the time	Been thinking of yourself as a worthless person	0
Been feeling nervous and strungup all the time	Did you feel full of life	0
Been feeling nervous and strungup all the time	Did you feel tired	0
Been feeling nervous and strungup all the time	Did you feel worn out	0
Been feeling nervous and strungup all the time	Did you have a lot of energy	0
Been feeling nervous and strungup all the time	Do people annoy and irritate you	0
Been feeling nervous and strungup all the time	Do you feel tired most of the time	0
Been feeling nervous and strungup all the time	Do you find it difficult to make decisions about trivial things	0
Been feeling nervous and strungup all the time	Do you have any special fears, like some people are scared of feathers, or cats, or spiders, or birds	0
Been feeling nervous and strungup all the time	Do you keep reasonably cheerful or have you been very depressed or low spirited recently Have you cried at all (Rate depressed mood)	0
Been feeling nervous and strungup all the time	Do you often feel depressed	0
Been feeling nervous and strungup all the time	Do you often feel miserable or depressed	0
Been feeling nervous and strungup all the time	Do you often feel on edge, or keyed up, or mentally tense or strained	1
Been feeling nervous and strungup all the time	Do you often feel tired most of the time	0
Been feeling nervous and strungup all the time	Do you often get in a violent rage	0
Been feeling nervous and strungup all the time	Do you often get into a violent rage	0
Been feeling nervous and strungup all the time	Do you often get worried about things	0
Been feeling nervous and strungup all the time	Do you often have backache	0
Been feeling nervous and strungup all the time	Do you often have bad headaches	0
Been feeling nervous and strungup all the time	Do you often have bad pain in eyes	0
Been feeling nervous and strungup all the time	Do you often suddenly become scared for no good reason	0
Been feeling nervous and strungup all the time	Do you seem to be slowed down in your movements, or have too little energy recently How much has this affected you	0
Been feeling nervous and strungup all the time	Do you suddenly become scared for no good reason	0
Been feeling nervous and strungup all the time	Do you suffer from an upset stomach	0
Been feeling nervous and strungup all the time	Do you suffer from indigestion	0
Been feeling nervous and strungup all the time	Do you tend to get anxious in certain situations such as being alone or being in a lift or tube train	0
Been feeling nervous and strungup all the time	Do you tend to worry over your physical health	0
Been feeling nervous and strungup all the time	Do you usually have great difficulty in falling or staying asleep	0
Been feeling nervous and strungup all the time	Do you usually wake unnecessarily early in the morning	0
Been feeling nervous and strungup all the time	Do you wake early in the morning	0
Been feeling nervous and strungup all the time	Do you wear yourself out worrying about your health	0
Been feeling nervous and strungup all the time	Does every little thing get on your nerves and wear you out	0
Been feeling nervous and strungup all the time	Does your heart often race like mad	0
Been feeling nervous and strungup all the time	During the last days, about how often did you feel hopeless	0
Been feeling nervous and strungup all the time	During the last days, about how often did you feel restless or fidgety	0
Been feeling nervous and strungup all the time	During the last days, about how often did you feel so depressed nothing could cheer you up	0
Been feeling nervous and strungup all the time	During the last days, about how often did you feel that everything was an effort	0
Been feeling nervous and strungup all the time	Felt capable of making decisions about things	0
Been feeling nervous and strungup all the time	Felt constantly under strain	1
Been feeling nervous and strungup all the time	Felt on the whole you were doing things well	0
Been feeling nervous and strungup all the time	Felt that life is entirely hopeless	0
Been feeling nervous and strungup all the time	Felt that life is hardly worth living	0
Been feeling nervous and strungup all the time	Felt that life isn't worth living	0
Been feeling nervous and strungup all the time	Felt that you are ill	0
Been feeling nervous and strungup all the time	Felt that you are playing a useful part in things	0
Been feeling nervous and strungup all the time	Felt that you were playing a useful part in things	0
Been feeling nervous and strungup all the time	Felt you couldn't overcome your difficulties	0
Been feeling nervous and strungup all the time	Found at times you couldn't do anything because your nerves were too bad	0
Been feeling nervous and strungup all the time	Found everything getting on top of you	1
Been feeling nervous and strungup all the time	Have there been days when you found it difficult to get things done or had trouble getting started on things	0
Been feeling nervous and strungup all the time	Have there been days when you tired out very easily	0
Been feeling nervous and strungup all the time	Have there been times when you have been very anxious or frightened	0
Been feeling nervous and strungup all the time	Have you at times had a twitching of the face, head or shoulders	0
Been feeling nervous and strungup all the time	Have you been a happy person	0
Been feeling nervous and strungup all the time	Have you been a very nervous person	0
Been feeling nervous and strungup all the time	Have you been exhausted and worn out during the day or evening even when you havent been working very hard	0
Been feeling nervous and strungup all the time	Have you been frightened or worried about becoming ill or about dying	0
Been feeling nervous and strungup all the time	Have you been in low spirits or felt miserable	0
Been feeling nervous and strungup all the time	Have you been in situations such as in a crowd or an enclosed space or meeting people, when you became unduly anxious	0
Been feeling nervous and strungup all the time	Have you been in situations when you felt shaky or sweaty or your heart pounded or you could not get your breath	0
Been feeling nervous and strungup all the time	Have you been so caught up in your own thoughts that you neglected things	0
Been feeling nervous and strungup all the time	Have you been so fidgety and restless that you couldnt sit still	0
Been feeling nervous and strungup all the time	Have you been very much more irritable than usual recently	0
Been feeling nervous and strungup all the time	Have you ever had a nervous breakdown	0
Been feeling nervous and strungup all the time	Have you felt calm and peaceful	1
Been feeling nervous and strungup all the time	Have you felt downhearted and low	0
Been feeling nervous and strungup all the time	Have you felt fidgety or restless	0
Been feeling nervous and strungup all the time	Have you felt on edge or keyed up or mentally tense	1
Been feeling nervous and strungup all the time	Have you felt particularly low or depressed first thing in the mornings	0
Been feeling nervous and strungup all the time	Have you felt so down in the dumps that nothing could cheer you up	0
Been feeling nervous and strungup all the time	Have you felt that life wasnt worth living	0
Been feeling nervous and strungup all the time	Have you found it hard to concentrate on things or found your thoughts drifting off to other things	0
Been feeling nervous and strungup all the time	Have you had any trouble getting off to sleep in the last month	0
Been feeling nervous and strungup all the time	Have you had days when your thoughts were muddled or slow	0
Been feeling nervous and strungup all the time	Have you had difficulty relaxing in the past month	1
Been feeling nervous and strungup all the time	Have you had headaches or other aches and pains during the past month	0
Been feeling nervous and strungup all the time	Have you had no appetite, not counting periods of physical illness	0
Been feeling nervous and strungup all the time	Have you had the feeling that something terrible might happen	0
Been feeling nervous and strungup all the time	Have you had the feeling that the future does not hold much for you	0
Been feeling nervous and strungup all the time	Have you had times when you felt shaky or you heart pounded or you felt sweaty and you simply had to do something about it	0
Been feeling nervous and strungup all the time	Have you had trouble getting off to sleep	0
Been feeling nervous and strungup all the time	Have you had trouble with waking up and not being able to get back to sleep	0
Been feeling nervous and strungup all the time	Have you seemed to lose interest in things	0
Been feeling nervous and strungup all the time	Have you wanted to stay away from people	0
Been feeling nervous and strungup all the time	How confident do you feel in yourself	0
Been feeling nervous and strungup all the time	How do you see the future	0
Been feeling nervous and strungup all the time	I cried a lot	0
Been feeling nervous and strungup all the time	I did everything wrong	0
Been feeling nervous and strungup all the time	I didnt enjoy anything at all	0
Been feeling nervous and strungup all the time	I felt I was a bad person	0
Been feeling nervous and strungup all the time	I felt I was no good anymore	0
Been feeling nervous and strungup all the time	I felt happy	0
Been feeling nervous and strungup all the time	I felt lonely	0
Been feeling nervous and strungup all the time	I felt miserable or unhappy	0
Been feeling nervous and strungup all the time	I felt really positive about the future	0
Been feeling nervous and strungup all the time	I felt so tired I just sat around and did nothing	0
Been feeling nervous and strungup all the time	I felt valued	0
Been feeling nervous and strungup all the time	I found it hard to think properly or concentrate	0
Been feeling nervous and strungup all the time	I hated myself	0
Been feeling nervous and strungup all the time	I laughed a lot	0
Been feeling nervous and strungup all the time	I looked forward to the day ahead	0
Been feeling nervous and strungup all the time	I thought I would never be as good as other people	0
Been feeling nervous and strungup all the time	I thought nobody really loved me	0
Been feeling nervous and strungup all the time	I was very restless	0
Been feeling nervous and strungup all the time	Is your appetite poor	0
Been feeling nervous and strungup all the time	Let your appearance go	0
Been feeling nervous and strungup all the time	Looking back over your adult life have nervous or emotional troubles ever stopped you from working or doing domestic chores or havin social contacts for a fortnight or longer	0
Been feeling nervous and strungup all the time	Lost much sleep over worry	0
Been feeling nervous and strungup all the time	Muscles feel tensed up	1
Been feeling nervous and strungup all the time	What about meeting people eg going into a crowded room, making conversation	0
Been feeling nervous and strungup all the time	What about your interests, have they changed at all Have you lost interest in work, hobbies recreations	0
Been feeling nervous and strungup all the time	What has your appetite been like recently	0
Been feeling nervous and strungup all the time	What has your concentration been like recently	0
Been feeling nervous and strungup all the time	What is it like when you worry A round of painful thought which cannot be stopped and is out of proportion to the subject worried about	0
Been feeling nervous and strungup all the time	What is your opinion of yourself compared to other people	0
Been feeling perfectly well and in good health	Been feeling reasonably happy, all things considered	0
Been feeling perfectly well and in good health	Been feeling run down and out of sorts	1
Been feeling perfectly well and in good health	Been feeling unhappy and depressed	0
Been feeling perfectly well and in good health	Been getting a feeling of tightness or pressure in your head	0
Been feeling perfectly well and in good health	Been getting any pains in your head	1
Been feeling perfectly well and in good health	Been getting edgy and badtemptered	0
Been feeling perfectly well and in good health	Been getting scared or panicky for no good reason	0
Been feeling perfectly well and in good health	Been having hot or cold spells	1
Been feeling perfectly well and in good health	Been losing confidence in yourself	0
Been feeling perfectly well and in good health	Been manging to keep yourself busy and occupied	0
Been feeling perfectly well and in good health	Been satisfied with the way you've carried out your task	0
Been feeling perfectly well and in good health	Been taking longer over things you do	0
Been feeling perfectly well and in good health	Been thinking of yourself as a worthless person	0
Been feeling perfectly well and in good health	Did you feel full of life	0
