text_1	text_2	y
Sentiment de nervosité, d’anxiété ou de tension	Gefühl der Angst, so als würde etwas Schlimmes passieren	0
Sentiment de nervosité, d’anxiété ou de tension	Sentirse nervioso/a, intranquilo/a o con los nervios de punta	1
Sentiment de nervosité, d’anxiété ou de tension	No poder dejar de preocuparse o no poder controlar la preocupación	0
Sentiment de nervosité, d’anxiété ou de tension	Preocuparse demasiado por diferentes cosas	0
Sentiment de nervosité, d’anxiété ou de tension	Dificultad para relajarse	0
Sentiment de nervosité, d’anxiété ou de tension	Estar tan inquieto/a que es difícil permanecer sentado/a tranquilamente	0
Sentiment de nervosité, d’anxiété ou de tension	Molestarse o ponerse irritable fácilmente	0
Sentiment de nervosité, d’anxiété ou de tension	Sentir miedo como si algo terrible pudiera pasar	0
Sentiment de nervosité, d’anxiété ou de tension	Вы нервничали, тревожились или испытывали сильный стресс	1
Sentiment de nervosité, d’anxiété ou de tension	Вы были неспособны успокоиться или контролировать свое волнение	0
Sentiment de nervosité, d’anxiété ou de tension	Вы слишком сильно волновались по различным поводам	0
Sentiment de nervosité, d’anxiété ou de tension	Вам было трудно расслабиться	0
Sentiment de nervosité, d’anxiété ou de tension	Вы были настолько суетливы, что Вам было тяжело усидеть на месте	0
Sentiment de nervosité, d’anxiété ou de tension	Вы легко злились или раздражались	0
Sentiment de nervosité, d’anxiété ou de tension	Вы испытывали страх, словно должно произойти нечто ужасное	0
Sentiment de nervosité, d’anxiété ou de tension	感觉紧张、焦虑或不安	1
Sentiment de nervosité, d’anxiété ou de tension	无法停止或控制担忧	0
Sentiment de nervosité, d’anxiété ou de tension	对各种事情担心太多 	0
Sentiment de nervosité, d’anxiété ou de tension	难以放松 	0
Sentiment de nervosité, d’anxiété ou de tension	坐立不安，以至于很难安静地坐下来	0
Sentiment de nervosité, d’anxiété ou de tension	变得容易生气或急躁 	0
Sentiment de nervosité, d’anxiété ou de tension	感觉害怕，好像有可怕的事情要发生一样	0
Sentiment de nervosité, d’anxiété ou de tension	Senuagtig, angstig of gespanne gevoel	1
Sentiment de nervosité, d’anxiété ou de tension	Kon nie ophou om bekommerd te wees nie	0
Sentiment de nervosité, d’anxiété ou de tension	Oormatig bekommerd oor verskillende goed	0
Sentiment de nervosité, d’anxiété ou de tension	Sukkel om te ontspan	0
Sentiment de nervosité, d’anxiété ou de tension	Só rusteloos dat dit moeilik is om stil te sit	0
Sentiment de nervosité, d’anxiété ou de tension	Raak maklik vies of geïrriteerd	0
Sentiment de nervosité, d’anxiété ou de tension	Voel bang asof iets aakligs kan gebeur 	0
Sentiment de nervosité, d’anxiété ou de tension	Gibati og nerbiyos, kabalaka, o kahadlok	1
Sentiment de nervosité, d’anxiété ou de tension	Dili makahunong o makakontrol sa pagkabalaka	0
Sentiment de nervosité, d’anxiété ou de tension	Sobra nga nabalaka bahin sa lain-lain nga mga butang	0
Sentiment de nervosité, d’anxiété ou de tension	Lisod pagkalma	0
Sentiment de nervosité, d’anxiété ou de tension	Nag-alindasay pag-ayo nga lisod pagpabilin nga maglingkod	0
Sentiment de nervosité, d’anxiété ou de tension	Nahimong dali maglagot o iritable	0
Sentiment de nervosité, d’anxiété ou de tension	Nahadlok nga basin naay dautan nga mahitabo 	0
Sentiment de nervosité, d’anxiété ou de tension	ತಳಮಳ, ಆತಂಕ ಅಥ ಾ ಬಹಳ ΅ಾತರದ ಅನುಭವ	1
Sentiment de nervosité, d’anxiété ou de tension	‷ಂ⁀ಸುವ⁳ದನುΊ ⁄⁌ῤಸಲು ಅಥ ಾ ⁄ಯಂ⁀ῢಸಲು ಧῡ ಾಗ⁂ರುವ⁳ದು	0
Sentiment de nervosité, d’anxiété ou de tension	⁧ೕ⁫ ⁧ೕ⁫ ⁎ಷಯಗಳ ಬ⁕Ὴ ಅ⁀ ಾ‵ ‷ಂ⁀ಸುವ⁳ದು	0
Sentiment de nervosité, d’anxiété ou de tension	⁄ ಾಳ ಾ‵ರಲು ⁠ೂಂದ⁫	0
Sentiment de nervosité, d’anxiété ou de tension	ಒಂದು ಕ⁝ ⁑Ῐರ ಾ‵ ಕು⁍ತು⁓ೂಳῥಲೂ ಆಗದಷುῒ ಚಡಪ‽ಸುವ⁳ದು	0
Sentiment de nervosité, d’anxiété ou de tension	ಸುಲಭ ಾ‵ ⁓ೂೕಪ⁕ೂಳುῥವ⁳ದು ಅಥ ಾ ″⁋″⁋ ಾಗುವ⁳ದು	0
Sentiment de nervosité, d’anxiété ou de tension	ಏ῿ಾದರೂ ಅ῿ಾಹುತ ಸಂಭ⁎ಸುತῗ⁢ ಎಂದು ⁲ದರುವ⁳ದು	0
Sentiment de nervosité, d’anxiété ou de tension	הרגשתי עצבני, חרד או מתוח מאוד	1
Sentiment de nervosité, d’anxiété ou de tension	לא הייתי מסוגל להפסיק לדאוג או לשלוט בדאגה	0
Sentiment de nervosité, d’anxiété ou de tension	הייתי מודאג יותר מידי בנוגע לדברים שונים	0
Sentiment de nervosité, d’anxiété ou de tension	התקשיתי להירגע	0
Sentiment de nervosité, d’anxiété ou de tension	הייתי כל כך חסר מנוחה שהיה לי קשה לשבת מבלי לנוע	0
Sentiment de nervosité, d’anxiété ou de tension	הייתי מתעצבן או מתרגז בקלות	0
Sentiment de nervosité, d’anxiété ou de tension	פחדתי כאילו משהו נורא עלול לקרות	0
Sentiment de nervosité, d’anxiété ou de tension	Følt deg nervøs, engstelig eller veldig stresset	1
Sentiment de nervosité, d’anxiété ou de tension	Ikke klart å slutte å bekymre deg eller kontrolleren bekymringene dine	0
Sentiment de nervosité, d’anxiété ou de tension	Bekymret deg for mye om ulike ting	0
Sentiment de nervosité, d’anxiété ou de tension	Vansker med å slappe av	0
Sentiment de nervosité, d’anxiété ou de tension	Vært så rastløs at det har vært vanskelig å sitte stille	0
Sentiment de nervosité, d’anxiété ou de tension	Blitt lett sint eller irritert	0
Sentiment de nervosité, d’anxiété ou de tension	Følt deg redd som om noe forferdelig kunne komme til å skje	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Inquiétudes excessives à propos de tout et de rien	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Difficulté à se détendre	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Agitation telle qu’il est difficile de rester tranquille	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Devenir facilement contrarié(e) ou irritable	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Avoir peur que quelque chose d’épouvantable puisse arriver	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Nervosität, Ängstlichkeit oder Anspannung	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Nicht in der Lage sein, Sorgen zu stoppen oder zu kontrollieren	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Übermäßige Sorgen bezüglich verschiedener Angelegenheiten	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Schwierigkeiten zu entspannen	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Rastlosigkeit, so dass Stillsitzen schwer fällt	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Schnelle Verärgerung oder Gereiztheit	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Gefühl der Angst, so als würde etwas Schlimmes passieren	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Sentirse nervioso/a, intranquilo/a o con los nervios de punta	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	No poder dejar de preocuparse o no poder controlar la preocupación	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Preocuparse demasiado por diferentes cosas	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Dificultad para relajarse	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Estar tan inquieto/a que es difícil permanecer sentado/a tranquilamente	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Molestarse o ponerse irritable fácilmente	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Sentir miedo como si algo terrible pudiera pasar	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы нервничали, тревожились или испытывали сильный стресс	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы были неспособны успокоиться или контролировать свое волнение	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы слишком сильно волновались по различным поводам	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вам было трудно расслабиться	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы были настолько суетливы, что Вам было тяжело усидеть на месте	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы легко злились или раздражались	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Вы испытывали страх, словно должно произойти нечто ужасное	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	感觉紧张、焦虑或不安	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	无法停止或控制担忧	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	对各种事情担心太多 	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	难以放松 	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	坐立不安，以至于很难安静地坐下来	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	变得容易生气或急躁 	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	感觉害怕，好像有可怕的事情要发生一样	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Senuagtig, angstig of gespanne gevoel	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Kon nie ophou om bekommerd te wees nie	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Oormatig bekommerd oor verskillende goed	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Sukkel om te ontspan	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Só rusteloos dat dit moeilik is om stil te sit	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Raak maklik vies of geïrriteerd	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Voel bang asof iets aakligs kan gebeur 	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Gibati og nerbiyos, kabalaka, o kahadlok	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Dili makahunong o makakontrol sa pagkabalaka	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Sobra nga nabalaka bahin sa lain-lain nga mga butang	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Lisod pagkalma	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Nag-alindasay pag-ayo nga lisod pagpabilin nga maglingkod	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Nahimong dali maglagot o iritable	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Nahadlok nga basin naay dautan nga mahitabo 	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	ತಳಮಳ, ಆತಂಕ ಅಥ ಾ ಬಹಳ ΅ಾತರದ ಅನುಭವ	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	‷ಂ⁀ಸುವ⁳ದನುΊ ⁄⁌ῤಸಲು ಅಥ ಾ ⁄ಯಂ⁀ῢಸಲು ಧῡ ಾಗ⁂ರುವ⁳ದು	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	⁧ೕ⁫ ⁧ೕ⁫ ⁎ಷಯಗಳ ಬ⁕Ὴ ಅ⁀ ಾ‵ ‷ಂ⁀ಸುವ⁳ದು	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	⁄ ಾಳ ಾ‵ರಲು ⁠ೂಂದ⁫	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	ಒಂದು ಕ⁝ ⁑Ῐರ ಾ‵ ಕು⁍ತು⁓ೂಳῥಲೂ ಆಗದಷುῒ ಚಡಪ‽ಸುವ⁳ದು	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	ಸುಲಭ ಾ‵ ⁓ೂೕಪ⁕ೂಳುῥವ⁳ದು ಅಥ ಾ ″⁋″⁋ ಾಗುವ⁳ದು	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	ಏ῿ಾದರೂ ಅ῿ಾಹುತ ಸಂಭ⁎ಸುತῗ⁢ ಎಂದು ⁲ದರುವ⁳ದು	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	הרגשתי עצבני, חרד או מתוח מאוד	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	לא הייתי מסוגל להפסיק לדאוג או לשלוט בדאגה	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	הייתי מודאג יותר מידי בנוגע לדברים שונים	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	התקשיתי להירגע	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	הייתי כל כך חסר מנוחה שהיה לי קשה לשבת מבלי לנוע	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	הייתי מתעצבן או מתרגז בקלות	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	פחדתי כאילו משהו נורא עלול לקרות	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Følt deg nervøs, engstelig eller veldig stresset	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Ikke klart å slutte å bekymre deg eller kontrolleren bekymringene dine	1
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Bekymret deg for mye om ulike ting	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Vansker med å slappe av	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Vært så rastløs at det har vært vanskelig å sitte stille	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Blitt lett sint eller irritert	0
Incapable d’arrêter de vous inquiéter ou de contrôler vos inquiétudes	Følt deg redd som om noe forferdelig kunne komme til å skje	0
Inquiétudes excessives à propos de tout et de rien	Difficulté à se détendre	0
Inquiétudes excessives à propos de tout et de rien	Agitation telle qu’il est difficile de rester tranquille	0
Inquiétudes excessives à propos de tout et de rien	Devenir facilement contrarié(e) ou irritable	0
Inquiétudes excessives à propos de tout et de rien	Avoir peur que quelque chose d’épouvantable puisse arriver	0
Inquiétudes excessives à propos de tout et de rien	Nervosität, Ängstlichkeit oder Anspannung	0
Inquiétudes excessives à propos de tout et de rien	Nicht in der Lage sein, Sorgen zu stoppen oder zu kontrollieren	0
Inquiétudes excessives à propos de tout et de rien	Übermäßige Sorgen bezüglich verschiedener Angelegenheiten	1
Inquiétudes excessives à propos de tout et de rien	Schwierigkeiten zu entspannen	0
Inquiétudes excessives à propos de tout et de rien	Rastlosigkeit, so dass Stillsitzen schwer fällt	0
Inquiétudes excessives à propos de tout et de rien	Schnelle Verärgerung oder Gereiztheit	0
Inquiétudes excessives à propos de tout et de rien	Gefühl der Angst, so als würde etwas Schlimmes passieren	0
Inquiétudes excessives à propos de tout et de rien	Sentirse nervioso/a, intranquilo/a o con los nervios de punta	0
Inquiétudes excessives à propos de tout et de rien	No poder dejar de preocuparse o no poder controlar la preocupación	0
Inquiétudes excessives à propos de tout et de rien	Preocuparse demasiado por diferentes cosas	1
Inquiétudes excessives à propos de tout et de rien	Dificultad para relajarse	0
Inquiétudes excessives à propos de tout et de rien	Estar tan inquieto/a que es difícil permanecer sentado/a tranquilamente	0
Inquiétudes excessives à propos de tout et de rien	Molestarse o ponerse irritable fácilmente	0
Inquiétudes excessives à propos de tout et de rien	Sentir miedo como si algo terrible pudiera pasar	0
Inquiétudes excessives à propos de tout et de rien	Вы нервничали, тревожились или испытывали сильный стресс	0
Inquiétudes excessives à propos de tout et de rien	Вы были неспособны успокоиться или контролировать свое волнение	0
Inquiétudes excessives à propos de tout et de rien	Вы слишком сильно волновались по различным поводам	1
Inquiétudes excessives à propos de tout et de rien	Вам было трудно расслабиться	0
Inquiétudes excessives à propos de tout et de rien	Вы были настолько суетливы, что Вам было тяжело усидеть на месте	0
Inquiétudes excessives à propos de tout et de rien	Вы легко злились или раздражались	0
Inquiétudes excessives à propos de tout et de rien	Вы испытывали страх, словно должно произойти нечто ужасное	0
Inquiétudes excessives à propos de tout et de rien	感觉紧张、焦虑或不安	0
Inquiétudes excessives à propos de tout et de rien	无法停止或控制担忧	0
Inquiétudes excessives à propos de tout et de rien	对各种事情担心太多 	1
Inquiétudes excessives à propos de tout et de rien	难以放松 	0
Inquiétudes excessives à propos de tout et de rien	坐立不安，以至于很难安静地坐下来	0
Inquiétudes excessives à propos de tout et de rien	变得容易生气或急躁 	0
Inquiétudes excessives à propos de tout et de rien	感觉害怕，好像有可怕的事情要发生一样	0
Inquiétudes excessives à propos de tout et de rien	Senuagtig, angstig of gespanne gevoel	0
Inquiétudes excessives à propos de tout et de rien	Kon nie ophou om bekommerd te wees nie	0
Inquiétudes excessives à propos de tout et de rien	Oormatig bekommerd oor verskillende goed	1
Inquiétudes excessives à propos de tout et de rien	Sukkel om te ontspan	0
Inquiétudes excessives à propos de tout et de rien	Só rusteloos dat dit moeilik is om stil te sit	0
Inquiétudes excessives à propos de tout et de rien	Raak maklik vies of geïrriteerd	0
Inquiétudes excessives à propos de tout et de rien	Voel bang asof iets aakligs kan gebeur 	0
Inquiétudes excessives à propos de tout et de rien	Gibati og nerbiyos, kabalaka, o kahadlok	0
Inquiétudes excessives à propos de tout et de rien	Dili makahunong o makakontrol sa pagkabalaka	0
Inquiétudes excessives à propos de tout et de rien	Sobra nga nabalaka bahin sa lain-lain nga mga butang	1
Inquiétudes excessives à propos de tout et de rien	Lisod pagkalma	0
Inquiétudes excessives à propos de tout et de rien	Nag-alindasay pag-ayo nga lisod pagpabilin nga maglingkod	0
Inquiétudes excessives à propos de tout et de rien	Nahimong dali maglagot o iritable	0
Inquiétudes excessives à propos de tout et de rien	Nahadlok nga basin naay dautan nga mahitabo 	0
Inquiétudes excessives à propos de tout et de rien	ತಳಮಳ, ಆತಂಕ ಅಥ ಾ ಬಹಳ ΅ಾತರದ ಅನುಭವ	0
Inquiétudes excessives à propos de tout et de rien	‷ಂ⁀ಸುವ⁳ದನುΊ ⁄⁌ῤಸಲು ಅಥ ಾ ⁄ಯಂ⁀ῢಸಲು ಧῡ ಾಗ⁂ರುವ⁳ದು	0
Inquiétudes excessives à propos de tout et de rien	⁧ೕ⁫ ⁧ೕ⁫ ⁎ಷಯಗಳ ಬ⁕Ὴ ಅ⁀ ಾ‵ ‷ಂ⁀ಸುವ⁳ದು	1
Inquiétudes excessives à propos de tout et de rien	⁄ ಾಳ ಾ‵ರಲು ⁠ೂಂದ⁫	0
Inquiétudes excessives à propos de tout et de rien	ಒಂದು ಕ⁝ ⁑Ῐರ ಾ‵ ಕು⁍ತು⁓ೂಳῥಲೂ ಆಗದಷುῒ ಚಡಪ‽ಸುವ⁳ದು	0
Inquiétudes excessives à propos de tout et de rien	ಸುಲಭ ಾ‵ ⁓ೂೕಪ⁕ೂಳುῥವ⁳ದು ಅಥ ಾ ″⁋″⁋ ಾಗುವ⁳ದು	0
Inquiétudes excessives à propos de tout et de rien	ಏ῿ಾದರೂ ಅ῿ಾಹುತ ಸಂಭ⁎ಸುತῗ⁢ ಎಂದು ⁲ದರುವ⁳ದು	0
Inquiétudes excessives à propos de tout et de rien	הרגשתי עצבני, חרד או מתוח מאוד	0
Inquiétudes excessives à propos de tout et de rien	לא הייתי מסוגל להפסיק לדאוג או לשלוט בדאגה	0
Inquiétudes excessives à propos de tout et de rien	הייתי מודאג יותר מידי בנוגע לדברים שונים	1
Inquiétudes excessives à propos de tout et de rien	התקשיתי להירגע	0
Inquiétudes excessives à propos de tout et de rien	הייתי כל כך חסר מנוחה שהיה לי קשה לשבת מבלי לנוע	0
Inquiétudes excessives à propos de tout et de rien	הייתי מתעצבן או מתרגז בקלות	0
Inquiétudes excessives à propos de tout et de rien	פחדתי כאילו משהו נורא עלול לקרות	0
Inquiétudes excessives à propos de tout et de rien	Følt deg nervøs, engstelig eller veldig stresset	0
Inquiétudes excessives à propos de tout et de rien	Ikke klart å slutte å bekymre deg eller kontrolleren bekymringene dine	0
Inquiétudes excessives à propos de tout et de rien	Bekymret deg for mye om ulike ting	1
Inquiétudes excessives à propos de tout et de rien	Vansker med å slappe av	0
Inquiétudes excessives à propos de tout et de rien	Vært så rastløs at det har vært vanskelig å sitte stille	0
Inquiétudes excessives à propos de tout et de rien	Blitt lett sint eller irritert	0
Inquiétudes excessives à propos de tout et de rien	Følt deg redd som om noe forferdelig kunne komme til å skje	0
Difficulté à se détendre	Agitation telle qu’il est difficile de rester tranquille	0
Difficulté à se détendre	Devenir facilement contrarié(e) ou irritable	0
Difficulté à se détendre	Avoir peur que quelque chose d’épouvantable puisse arriver	0
Difficulté à se détendre	Nervosität, Ängstlichkeit oder Anspannung	0
Difficulté à se détendre	Nicht in der Lage sein, Sorgen zu stoppen oder zu kontrollieren	0
Difficulté à se détendre	Übermäßige Sorgen bezüglich verschiedener Angelegenheiten	0
Difficulté à se détendre	Schwierigkeiten zu entspannen	1
Difficulté à se détendre	Rastlosigkeit, so dass Stillsitzen schwer fällt	0
Difficulté à se détendre	Schnelle Verärgerung oder Gereiztheit	0
Difficulté à se détendre	Gefühl der Angst, so als würde etwas Schlimmes passieren	0
Difficulté à se détendre	Sentirse nervioso/a, intranquilo/a o con los nervios de punta	0
Difficulté à se détendre	No poder dejar de preocuparse o no poder controlar la preocupación	0
Difficulté à se détendre	Preocuparse demasiado por diferentes cosas	0
Difficulté à se détendre	Dificultad para relajarse	1
Difficulté à se détendre	Estar tan inquieto/a que es difícil permanecer sentado/a tranquilamente	0
Difficulté à se détendre	Molestarse o ponerse irritable fácilmente	0
Difficulté à se détendre	Sentir miedo como si algo terrible pudiera pasar	0
Difficulté à se détendre	Вы нервничали, тревожились или испытывали сильный стресс	0
Difficulté à se détendre	Вы были неспособны успокоиться или контролировать свое волнение	0
Difficulté à se détendre	Вы слишком сильно волновались по различным поводам	0
Difficulté à se détendre	Вам было трудно расслабиться	1
Difficulté à se détendre	Вы были настолько суетливы, что Вам было тяжело усидеть на месте	0
Difficulté à se détendre	Вы легко злились или раздражались	0
Difficulté à se détendre	Вы испытывали страх, словно должно произойти нечто ужасное	0
Difficulté à se détendre	感觉紧张、焦虑或不安	0
Difficulté à se détendre	无法停止或控制担忧	0
Difficulté à se détendre	对各种事情担心太多 	0
Difficulté à se détendre	难以放松 	1
Difficulté à se détendre	坐立不安，以至于很难安静地坐下来	0
Difficulté à se détendre	变得容易生气或急躁 	0
Difficulté à se détendre	感觉害怕，好像有可怕的事情要发生一样	0
Difficulté à se détendre	Senuagtig, angstig of gespanne gevoel	0
Difficulté à se détendre	Kon nie ophou om bekommerd te wees nie	0
Difficulté à se détendre	Oormatig bekommerd oor verskillende goed	0
Difficulté à se détendre	Sukkel om te ontspan	1
Difficulté à se détendre	Só rusteloos dat dit moeilik is om stil te sit	0
Difficulté à se détendre	Raak maklik vies of geïrriteerd	0
Difficulté à se détendre	Voel bang asof iets aakligs kan gebeur 	0
Difficulté à se détendre	Gibati og nerbiyos, kabalaka, o kahadlok	0
Difficulté à se détendre	Dili makahunong o makakontrol sa pagkabalaka	0
Difficulté à se détendre	Sobra nga nabalaka bahin sa lain-lain nga mga butang	0
Difficulté à se détendre	Lisod pagkalma	1
Difficulté à se détendre	Nag-alindasay pag-ayo nga lisod pagpabilin nga maglingkod	0
Difficulté à se détendre	Nahimong dali maglagot o iritable	0
Difficulté à se détendre	Nahadlok nga basin naay dautan nga mahitabo 	0
Difficulté à se détendre	ತಳಮಳ, ಆತಂಕ ಅಥ ಾ ಬಹಳ ΅ಾತರದ ಅನುಭವ	0
Difficulté à se détendre	‷ಂ⁀ಸುವ⁳ದನುΊ ⁄⁌ῤಸಲು ಅಥ ಾ ⁄ಯಂ⁀ῢಸಲು ಧῡ ಾಗ⁂ರುವ⁳ದು	0
Difficulté à se détendre	⁧ೕ⁫ ⁧ೕ⁫ ⁎ಷಯಗಳ ಬ⁕Ὴ ಅ⁀ ಾ‵ ‷ಂ⁀ಸುವ⁳ದು	0
Difficulté à se détendre	⁄ ಾಳ ಾ‵ರಲು ⁠ೂಂದ⁫	1
Difficulté à se détendre	ಒಂದು ಕ⁝ ⁑Ῐರ ಾ‵ ಕು⁍ತು⁓ೂಳῥಲೂ ಆಗದಷುῒ ಚಡಪ‽ಸುವ⁳ದು	0
Difficulté à se détendre	ಸುಲಭ ಾ‵ ⁓ೂೕಪ⁕ೂಳುῥವ⁳ದು ಅಥ ಾ ″⁋″⁋ ಾಗುವ⁳ದು	0
Difficulté à se détendre	ಏ῿ಾದರೂ ಅ῿ಾಹುತ ಸಂಭ⁎ಸುತῗ⁢ ಎಂದು ⁲ದರುವ⁳ದು	0
Difficulté à se détendre	הרגשתי עצבני, חרד או מתוח מאוד	0
Difficulté à se détendre	לא הייתי מסוגל להפסיק לדאוג או לשלוט בדאגה	0
Difficulté à se détendre	הייתי מודאג יותר מידי בנוגע לדברים שונים	0
Difficulté à se détendre	התקשיתי להירגע	1
Difficulté à se détendre	הייתי כל כך חסר מנוחה שהיה לי קשה לשבת מבלי לנוע	0
Difficulté à se détendre	הייתי מתעצבן או מתרגז בקלות	0
Difficulté à se détendre	פחדתי כאילו משהו נורא עלול לקרות	0
Difficulté à se détendre	Følt deg nervøs, engstelig eller veldig stresset	0
Difficulté à se détendre	Ikke klart å slutte å bekymre deg eller kontrolleren bekymringene dine	0
Difficulté à se détendre	Bekymret deg for mye om ulike ting	0
Difficulté à se détendre	Vansker med å slappe av	1
Difficulté à se détendre	Vært så rastløs at det har vært vanskelig å sitte stille	0
Difficulté à se détendre	Blitt lett sint eller irritert	0
Difficulté à se détendre	Følt deg redd som om noe forferdelig kunne komme til å skje	0
Agitation telle qu’il est difficile de rester tranquille	Devenir facilement contrarié(e) ou irritable	0
Agitation telle qu’il est difficile de rester tranquille	Avoir peur que quelque chose d’épouvantable puisse arriver	0
Agitation telle qu’il est difficile de rester tranquille	Nervosität, Ängstlichkeit oder Anspannung	0
Agitation telle qu’il est difficile de rester tranquille	Nicht in der Lage sein, Sorgen zu stoppen oder zu kontrollieren	0
Agitation telle qu’il est difficile de rester tranquille	Übermäßige Sorgen bezüglich verschiedener Angelegenheiten	0
Agitation telle qu’il est difficile de rester tranquille	Schwierigkeiten zu entspannen	0
Agitation telle qu’il est difficile de rester tranquille	Rastlosigkeit, so dass Stillsitzen schwer fällt	1
Agitation telle qu’il est difficile de rester tranquille	Schnelle Verärgerung oder Gereiztheit	0
Agitation telle qu’il est difficile de rester tranquille	Gefühl der Angst, so als würde etwas Schlimmes passieren	0
Agitation telle qu’il est difficile de rester tranquille	Sentirse nervioso/a, intranquilo/a o con los nervios de punta	0
Agitation telle qu’il est difficile de rester tranquille	No poder dejar de preocuparse o no poder controlar la preocupación	0
Agitation telle qu’il est difficile de rester tranquille	Preocuparse demasiado por diferentes cosas	0
Agitation telle qu’il est difficile de rester tranquille	Dificultad para relajarse	0
Agitation telle qu’il est difficile de rester tranquille	Estar tan inquieto/a que es difícil permanecer sentado/a tranquilamente	1
Agitation telle qu’il est difficile de rester tranquille	Molestarse o ponerse irritable fácilmente	0
